subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,edge,humanvshuman_splithalves,102,['subject-01' 'subject-04' 'subject-06' 'subject-07' 'subject-09'],['subject-02' 'subject-03' 'subject-05' 'subject-08' 'subject-10'],0,0.6684435716852559
humanvshuman,edge,humanvshuman_splithalves,103,['subject-01' 'subject-04' 'subject-06' 'subject-07' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-08' 'subject-09'],0,0.6790399352000878
humanvshuman,edge,humanvshuman_splithalves,104,['subject-01' 'subject-04' 'subject-06' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-05' 'subject-07' 'subject-10'],0,0.7475704229433336
humanvshuman,edge,humanvshuman_splithalves,105,['subject-01' 'subject-04' 'subject-06' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-07' 'subject-09'],0,0.775385072663987
humanvshuman,edge,humanvshuman_splithalves,106,['subject-01' 'subject-04' 'subject-06' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-07' 'subject-08'],0,0.739583885283408
humanvshuman,edge,humanvshuman_splithalves,107,['subject-01' 'subject-04' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-10'],0,0.6431006385430351
humanvshuman,edge,humanvshuman_splithalves,108,['subject-01' 'subject-04' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-09'],0,0.6934382819511602
humanvshuman,edge,humanvshuman_splithalves,109,['subject-01' 'subject-04' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-08'],0,0.5837322015515238
humanvshuman,edge,humanvshuman_splithalves,110,['subject-01' 'subject-04' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-07'],0,0.7491558871801416
humanvshuman,edge,humanvshuman_splithalves,111,['subject-01' 'subject-05' 'subject-06' 'subject-07' 'subject-08'],['subject-02' 'subject-03' 'subject-04' 'subject-09' 'subject-10'],0,0.6934519470787444
humanvshuman,edge,humanvshuman_splithalves,112,['subject-01' 'subject-05' 'subject-06' 'subject-07' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-08' 'subject-10'],0,0.7145426861301442
humanvshuman,edge,humanvshuman_splithalves,113,['subject-01' 'subject-05' 'subject-06' 'subject-07' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-08' 'subject-09'],0,0.6876334560282001
humanvshuman,edge,humanvshuman_splithalves,114,['subject-01' 'subject-05' 'subject-06' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-07' 'subject-10'],0,0.7328237705084042
humanvshuman,edge,humanvshuman_splithalves,115,['subject-01' 'subject-05' 'subject-06' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-07' 'subject-09'],0,0.7216099423145828
humanvshuman,edge,humanvshuman_splithalves,116,['subject-01' 'subject-05' 'subject-06' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-07' 'subject-08'],0,0.734451247699828
humanvshuman,edge,humanvshuman_splithalves,117,['subject-01' 'subject-05' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-10'],0,0.6269899032059717
humanvshuman,edge,humanvshuman_splithalves,118,['subject-01' 'subject-05' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-09'],0,0.6402957663697193
humanvshuman,edge,humanvshuman_splithalves,119,['subject-01' 'subject-05' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-08'],0,0.5779770288822466
humanvshuman,edge,humanvshuman_splithalves,120,['subject-01' 'subject-05' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-06' 'subject-07'],0,0.6798908654651972
humanvshuman,edge,humanvshuman_splithalves,121,['subject-01' 'subject-06' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-10'],0,0.6848169558853164
humanvshuman,edge,humanvshuman_splithalves,122,['subject-01' 'subject-06' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-09'],0,0.6913766149790059
humanvshuman,edge,humanvshuman_splithalves,123,['subject-01' 'subject-06' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-08'],0,0.6095488538272216
humanvshuman,edge,humanvshuman_splithalves,124,['subject-01' 'subject-06' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-07'],0,0.7241684115941526
humanvshuman,edge,humanvshuman_splithalves,125,['subject-01' 'subject-07' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-04' 'subject-05' 'subject-06'],0,0.5862982765613459
